hour,direction,ru,bandwidth,service,delay,slice
10,UL,RU_71,743.0128,MIOT,10.0,mMTC
10,UL,RU_62,722.7287,MIOT,10.0,mMTC
10,UL,RU_62,1692.5676,MIOT,10.0,mMTC
10,UL,RU_62,1435.2375,MIOT,10.0,mMTC
10,UL,RU_19,684.2625,MIOT,10.0,mMTC
10,UL,RU_19,1329.7647,MIOT,10.0,mMTC
10,UL,RU_45,499.4199,MIOT,10.0,mMTC
10,UL,RU_45,884.747,MIOT,10.0,mMTC
10,UL,RU_45,915.9326,MIOT,10.0,mMTC
10,UL,RU_46,935.5935,MIOT,10.0,mMTC
10,UL,RU_46,1959.5492,MIOT,10.0,mMTC
10,UL,RU_58,919.5411,MIOT,10.0,mMTC
10,UL,RU_58,1914.2726,MIOT,10.0,mMTC
10,UL,RU_26,827.8073,MIOT,10.0,mMTC
10,UL,RU_58,382.7121,MIOT,10.0,mMTC
10,UL,RU_58,672.9496,MIOT,10.0,mMTC
10,UL,RU_97,783.3932,MIOT,10.0,mMTC
10,UL,RU_57,540.5836,MIOT,10.0,mMTC
10,UL,RU_57,1099.5954,MIOT,10.0,mMTC
10,UL,RU_22,607.1873,MIOT,10.0,mMTC
10,UL,RU_22,1185.0766,MIOT,10.0,mMTC
10,UL,RU_29,823.2344,MIOT,10.0,mMTC
10,UL,RU_29,1647.5233,MIOT,10.0,mMTC
10,UL,RU_29,1414.6381,MIOT,10.0,mMTC
10,UL,RU_61,737.9727,MIOT,10.0,mMTC
10,UL,RU_61,1327.8184,MIOT,10.0,mMTC
10,UL,RU_62,623.0923,MIOT,10.0,mMTC
10,UL,RU_84,690.1232,MIOT,10.0,mMTC
10,UL,RU_44,159.0259,MIOT,10.0,mMTC
10,UL,RU_44,310.3155,MIOT,10.0,mMTC
10,UL,RU_44,287.7575,I4.0,15.0,uRLLC
10,DL,RU_78,287.7575,I4.0,15.0,uRLLC
10,UL,RU_80,557.149,MIOT,10.0,mMTC
10,UL,RU_80,1010.9824,MIOT,10.0,mMTC
10,UL,RU_66,835.7333,MIOT,10.0,mMTC
10,UL,RU_83,604.9875,MIOT,10.0,mMTC
10,UL,RU_83,1214.4806,MIOT,10.0,mMTC
10,UL,RU_32,19.9711,MIOT,10.0,mMTC
10,UL,RU_32,40.6205,MIOT,10.0,mMTC
10,UL,RU_49,783.1895,MIOT,10.0,mMTC
10,UL,RU_49,1983.5549,MIOT,10.0,mMTC
10,UL,RU_2,297.6805,MIOT,10.0,mMTC
10,UL,RU_2,490.6371,MIOT,10.0,mMTC
10,UL,RU_2,563.0686,MIOT,10.0,mMTC
10,UL,RU_86,311.7034,MIOT,10.0,mMTC
10,UL,RU_71,791.8578,MIOT,10.0,mMTC
10,UL,RU_71,1599.4994,MIOT,10.0,mMTC
10,DL,RU_71,1414.2303,AR,20.0,eMBB
10,UL,RU_61,261.3249,MIOT,10.0,mMTC
10,UL,RU_61,570.7989,MIOT,10.0,mMTC
10,UL,RU_88,147.7197,MIOT,10.0,mMTC
10,UL,RU_88,306.587,MIOT,10.0,mMTC
10,DL,RU_75,492.4488,CG,80.0,eMBB
10,DL,RU_75,990.5323,CG,80.0,eMBB
10,DL,RU_25,176.0,CG,80.0,eMBB
10,DL,RU_25,388.6277,CG,80.0,eMBB
10,DL,RU_25,396.9641,CG,80.0,eMBB
10,UL,RU_14,110.2875,VOIP,100.0,eMBB
10,DL,RU_7,110.2875,VOIP,100.0,eMBB
10,UL,RU_14,180.7899,VOIP,100.0,eMBB
10,DL,RU_7,180.7899,VOIP,100.0,eMBB
10,UL,RU_32,110.2875,VOIP,100.0,eMBB
10,DL,RU_90,110.2875,VOIP,100.0,eMBB
10,UL,RU_32,205.9856,I4.0,15.0,uRLLC
10,DL,RU_90,205.9856,I4.0,15.0,uRLLC
10,UL,RU_92,108.3287,VOIP,100.0,eMBB
10,DL,RU_21,108.3287,VOIP,100.0,eMBB
10,UL,RU_92,215.6508,VOIP,100.0,eMBB
10,DL,RU_21,215.6508,VOIP,100.0,eMBB
10,UL,RU_92,222.3924,VOIP,100.0,eMBB
10,DL,RU_21,222.3924,VOIP,100.0,eMBB
10,UL,RU_39,108.5369,VOIP,100.0,eMBB
10,DL,RU_56,108.5369,VOIP,100.0,eMBB
10,UL,RU_39,195.2933,VOIP,100.0,eMBB
10,DL,RU_56,195.2933,VOIP,100.0,eMBB
10,UL,RU_39,229.0583,VOIP,100.0,eMBB
10,DL,RU_56,229.0583,VOIP,100.0,eMBB
10,UL,RU_30,107.1565,VOIP,100.0,eMBB
10,DL,RU_67,107.1565,VOIP,100.0,eMBB
10,UL,RU_30,188.2432,VOIP,100.0,eMBB
10,DL,RU_67,188.2432,VOIP,100.0,eMBB
10,UL,RU_89,107.6376,VOIP,100.0,eMBB
10,DL,RU_84,107.6376,VOIP,100.0,eMBB
10,UL,RU_28,113.1473,VOIP,100.0,eMBB
10,DL,RU_25,113.1473,VOIP,100.0,eMBB
10,UL,RU_28,221.7652,VOIP,100.0,eMBB
10,DL,RU_25,221.7652,VOIP,100.0,eMBB
10,UL,RU_28,219.7011,VOIP,100.0,eMBB
10,DL,RU_25,219.7011,VOIP,100.0,eMBB
10,UL,RU_80,108.3287,VOIP,100.0,eMBB
10,DL,RU_81,108.3287,VOIP,100.0,eMBB
10,UL,RU_80,199.296,VOIP,100.0,eMBB
10,DL,RU_81,199.296,VOIP,100.0,eMBB
10,UL,RU_82,113.4373,VOIP,100.0,eMBB
10,DL,RU_19,113.4373,VOIP,100.0,eMBB
10,UL,RU_82,243.5223,VOIP,100.0,eMBB
10,DL,RU_19,243.5223,VOIP,100.0,eMBB
10,UL,RU_82,243.4419,VOIP,100.0,eMBB
10,DL,RU_19,243.4419,VOIP,100.0,eMBB
10,UL,RU_53,109.8648,VOIP,100.0,eMBB
10,DL,RU_22,109.8648,VOIP,100.0,eMBB
10,UL,RU_53,178.398,VOIP,100.0,eMBB
10,DL,RU_22,178.398,VOIP,100.0,eMBB
10,UL,RU_25,112.3535,VOIP,100.0,eMBB
10,DL,RU_91,112.3535,VOIP,100.0,eMBB
10,UL,RU_25,245.8915,VOIP,100.0,eMBB
10,DL,RU_91,245.8915,VOIP,100.0,eMBB
10,UL,RU_25,216.2031,VOIP,100.0,eMBB
10,DL,RU_91,216.2031,VOIP,100.0,eMBB
10,UL,RU_3,107.2937,VOIP,100.0,eMBB
10,DL,RU_31,107.2937,VOIP,100.0,eMBB
10,UL,RU_3,217.6355,VOIP,100.0,eMBB
10,DL,RU_31,217.6355,VOIP,100.0,eMBB
10,UL,RU_18,112.5694,VOIP,100.0,eMBB
10,DL,RU_78,112.5694,VOIP,100.0,eMBB
10,UL,RU_18,208.1444,VOIP,100.0,eMBB
10,DL,RU_78,208.1444,VOIP,100.0,eMBB
10,UL,RU_20,113.0749,VOIP,100.0,eMBB
10,DL,RU_17,113.0749,VOIP,100.0,eMBB
10,UL,RU_40,106.8141,VOIP,100.0,eMBB
10,DL,RU_9,106.8141,VOIP,100.0,eMBB
10,UL,RU_40,216.9072,VOIP,100.0,eMBB
10,DL,RU_9,216.9072,VOIP,100.0,eMBB
10,UL,RU_5,110.5702,VOIP,100.0,eMBB
10,DL,RU_23,110.5702,VOIP,100.0,eMBB
10,UL,RU_5,205.6542,VOIP,100.0,eMBB
10,DL,RU_23,205.6542,VOIP,100.0,eMBB
10,UL,RU_62,108.8848,VOIP,100.0,eMBB
10,DL,RU_14,108.8848,VOIP,100.0,eMBB
10,UL,RU_62,245.4663,VOIP,100.0,eMBB
10,DL,RU_14,245.4663,VOIP,100.0,eMBB
10,UL,RU_59,112.9302,VOIP,100.0,eMBB
10,DL,RU_80,112.9302,VOIP,100.0,eMBB
10,DL,RU_74,260.1978,VS,100.0,eMBB
10,DL,RU_25,632.8085,VS,100.0,eMBB
10,DL,RU_25,1097.7087,VS,100.0,eMBB
10,DL,RU_99,281.3024,VS,100.0,eMBB
10,DL,RU_99,670.6804,VS,100.0,eMBB
10,DL,RU_71,313.3406,VS,100.0,eMBB
10,DL,RU_71,665.5871,VS,100.0,eMBB
10,DL,RU_22,168.6075,VS,100.0,eMBB
10,DL,RU_22,294.9054,VS,100.0,eMBB
10,UL,RU_65,109.3737,VOIP,100.0,eMBB
10,DL,RU_12,109.3737,VOIP,100.0,eMBB
10,UL,RU_65,213.1495,VOIP,100.0,eMBB
10,DL,RU_12,213.1495,VOIP,100.0,eMBB
10,UL,RU_17,110.2169,VOIP,100.0,eMBB
10,DL,RU_36,110.2169,VOIP,100.0,eMBB
10,UL,RU_17,149.6892,VOIP,100.0,eMBB
10,DL,RU_36,149.6892,VOIP,100.0,eMBB
10,UL,RU_12,111.5653,VOIP,100.0,eMBB
10,DL,RU_26,111.5653,VOIP,100.0,eMBB
10,UL,RU_6,111.7082,VOIP,100.0,eMBB
10,DL,RU_64,111.7082,VOIP,100.0,eMBB
10,UL,RU_3,108.1209,VOIP,100.0,eMBB
10,DL,RU_89,108.1209,VOIP,100.0,eMBB
10,UL,RU_3,235.1688,VOIP,100.0,eMBB
10,DL,RU_89,235.1688,VOIP,100.0,eMBB
10,DL,RU_89,238.984,VS,100.0,eMBB
10,UL,RU_70,110.2875,VOIP,100.0,eMBB
10,DL,RU_18,110.2875,VOIP,100.0,eMBB
10,UL,RU_46,111.0666,VOIP,100.0,eMBB
10,DL,RU_44,111.0666,VOIP,100.0,eMBB
10,UL,RU_46,182.5392,I4.0,15.0,uRLLC
10,DL,RU_44,182.5392,I4.0,15.0,uRLLC
10,UL,RU_81,110.1464,VOIP,100.0,eMBB
10,DL,RU_44,110.1464,VOIP,100.0,eMBB
10,UL,RU_81,238.6976,VOIP,100.0,eMBB
10,DL,RU_44,238.6976,VOIP,100.0,eMBB
10,UL,RU_81,227.4589,VOIP,100.0,eMBB
10,DL,RU_44,227.4589,VOIP,100.0,eMBB
10,UL,RU_95,108.6064,VOIP,100.0,eMBB
10,DL,RU_74,108.6064,VOIP,100.0,eMBB
10,UL,RU_37,108.8151,VOIP,100.0,eMBB
10,DL,RU_47,108.8151,VOIP,100.0,eMBB
10,UL,RU_80,108.3981,VOIP,100.0,eMBB
10,DL,RU_68,108.3981,VOIP,100.0,eMBB
10,DL,RU_82,738.9056,AR,20.0,eMBB
10,DL,RU_82,1340.8817,AR,20.0,eMBB
10,UL,RU_7,405.52,I4.0,15.0,uRLLC
10,DL,RU_35,405.52,I4.0,15.0,uRLLC
10,UL,RU_7,394.8334,I4.0,15.0,uRLLC
10,DL,RU_35,394.8334,I4.0,15.0,uRLLC
10,UL,RU_4,816.617,I4.0,15.0,uRLLC
10,DL,RU_82,816.617,I4.0,15.0,uRLLC
10,UL,RU_4,1152.9554,I4.0,15.0,uRLLC
10,DL,RU_82,1152.9554,I4.0,15.0,uRLLC
10,UL,RU_4,1093.2434,I4.0,15.0,uRLLC
10,DL,RU_82,1093.2434,I4.0,15.0,uRLLC
10,UL,RU_76,405.52,I4.0,15.0,uRLLC
10,DL,RU_32,405.52,I4.0,15.0,uRLLC
10,UL,RU_76,787.9723,I4.0,15.0,uRLLC
10,DL,RU_32,787.9723,I4.0,15.0,uRLLC
10,UL,RU_76,411.5548,I4.0,15.0,uRLLC
10,DL,RU_32,411.5548,I4.0,15.0,uRLLC
10,UL,RU_45,816.617,I4.0,15.0,uRLLC
10,DL,RU_99,816.617,I4.0,15.0,uRLLC
10,UL,RU_45,1046.2443,I4.0,15.0,uRLLC
10,DL,RU_99,1046.2443,I4.0,15.0,uRLLC
10,UL,RU_45,1062.9168,I4.0,15.0,uRLLC
10,DL,RU_99,1062.9168,I4.0,15.0,uRLLC
10,UL,RU_44,405.52,I4.0,15.0,uRLLC
10,DL,RU_58,405.52,I4.0,15.0,uRLLC
10,UL,RU_44,809.8674,I4.0,15.0,uRLLC
10,DL,RU_58,809.8674,I4.0,15.0,uRLLC
10,UL,RU_68,201.3753,I4.0,15.0,uRLLC
10,DL,RU_65,201.3753,I4.0,15.0,uRLLC
10,UL,RU_32,405.52,I4.0,15.0,uRLLC
10,DL,RU_47,405.52,I4.0,15.0,uRLLC
10,UL,RU_32,778.5983,I4.0,15.0,uRLLC
10,DL,RU_47,778.5983,I4.0,15.0,uRLLC
10,UL,RU_32,808.4068,I4.0,15.0,uRLLC
10,DL,RU_47,808.4068,I4.0,15.0,uRLLC
10,UL,RU_1,201.3753,I4.0,15.0,uRLLC
10,DL,RU_74,201.3753,I4.0,15.0,uRLLC
10,UL,RU_91,816.617,I4.0,15.0,uRLLC
10,DL,RU_43,816.617,I4.0,15.0,uRLLC
10,UL,RU_91,1517.3565,I4.0,15.0,uRLLC
10,DL,RU_43,1517.3565,I4.0,15.0,uRLLC
10,UL,RU_48,405.52,I4.0,15.0,uRLLC
10,DL,RU_16,405.52,I4.0,15.0,uRLLC
10,UL,RU_48,389.169,I4.0,15.0,uRLLC
10,DL,RU_16,389.169,I4.0,15.0,uRLLC
10,UL,RU_70,405.52,I4.0,15.0,uRLLC
10,DL,RU_37,405.52,I4.0,15.0,uRLLC
10,UL,RU_70,424.34,I4.0,15.0,uRLLC
10,DL,RU_37,424.34,I4.0,15.0,uRLLC
10,UL,RU_70,758.056,I4.0,15.0,uRLLC
10,DL,RU_37,758.056,I4.0,15.0,uRLLC
10,UL,RU_1,110.8536,VOIP,100.0,eMBB
10,DL,RU_45,110.8536,VOIP,100.0,eMBB
10,UL,RU_1,230.8271,VOIP,100.0,eMBB
10,DL,RU_45,230.8271,VOIP,100.0,eMBB
10,UL,RU_1,204.6145,VOIP,100.0,eMBB
10,DL,RU_45,204.6145,VOIP,100.0,eMBB
10,UL,RU_26,109.7945,VOIP,100.0,eMBB
10,DL,RU_85,109.7945,VOIP,100.0,eMBB
10,UL,RU_26,197.7347,VOIP,100.0,eMBB
10,DL,RU_85,197.7347,VOIP,100.0,eMBB
10,UL,RU_55,106.9509,VOIP,100.0,eMBB
10,DL,RU_78,106.9509,VOIP,100.0,eMBB
10,UL,RU_22,107.7065,VOIP,100.0,eMBB
10,DL,RU_14,107.7065,VOIP,100.0,eMBB
10,UL,RU_58,109.1639,VOIP,100.0,eMBB
10,DL,RU_76,109.1639,VOIP,100.0,eMBB
10,UL,RU_33,108.9545,VOIP,100.0,eMBB
10,DL,RU_2,108.9545,VOIP,100.0,eMBB
10,UL,RU_33,220.2174,VOIP,100.0,eMBB
10,DL,RU_2,220.2174,VOIP,100.0,eMBB
10,DL,RU_96,702.5976,VS,100.0,eMBB
10,DL,RU_96,1520.0798,VS,100.0,eMBB
10,DL,RU_45,1039.765,VS,100.0,eMBB
10,DL,RU_69,408.504,VS,100.0,eMBB
10,DL,RU_69,804.0809,VS,100.0,eMBB
10,DL,RU_90,285.1649,VS,100.0,eMBB
10,DL,RU_90,506.6342,VS,100.0,eMBB
10,DL,RU_66,892.3927,CG,80.0,eMBB
10,DL,RU_66,1463.8952,CG,80.0,eMBB
10,DL,RU_25,569.1866,CG,80.0,eMBB
10,DL,RU_25,1040.7342,CG,80.0,eMBB
10,DL,RU_25,832.8391,CG,80.0,eMBB
10,DL,RU_23,630.0055,CG,80.0,eMBB
10,DL,RU_23,1355.1964,CG,80.0,eMBB
10,DL,RU_23,1227.8749,CG,80.0,eMBB
10,DL,RU_22,468.3205,CG,80.0,eMBB
10,DL,RU_22,770.5695,CG,80.0,eMBB
10,DL,RU_80,24.8523,CG,80.0,eMBB
10,DL,RU_80,42.5975,CG,80.0,eMBB
10,DL,RU_56,724.4544,CG,80.0,eMBB
10,UL,RU_14,1296.6388,VOIP,100.0,eMBB
10,DL,RU_56,1296.6388,VOIP,100.0,eMBB
10,DL,RU_56,1462.9656,CG,80.0,eMBB
10,DL,RU_6,65.3473,CG,80.0,eMBB
10,DL,RU_6,108.4742,CG,80.0,eMBB
10,DL,RU_82,92.5677,CG,80.0,eMBB
10,DL,RU_38,398.7833,CG,80.0,eMBB
10,DL,RU_38,664.283,CG,80.0,eMBB
10,DL,RU_21,772.4046,CG,80.0,eMBB
10,DL,RU_53,636.2469,CG,80.0,eMBB
10,DL,RU_53,1175.6663,CG,80.0,eMBB
10,DL,RU_7,560.1027,CG,80.0,eMBB
10,DL,RU_7,954.7941,CG,80.0,eMBB
10,DL,RU_7,1083.3737,CG,80.0,eMBB
10,DL,RU_14,580.2165,CG,80.0,eMBB
10,DL,RU_14,1118.6421,CG,80.0,eMBB
10,DL,RU_63,578.9886,CG,80.0,eMBB
10,DL,RU_14,594.3165,CG,80.0,eMBB
10,UL,RU_16,1232.7176,VOIP,100.0,eMBB
10,DL,RU_14,1232.7176,VOIP,100.0,eMBB
10,DL,RU_14,1093.4149,CG,80.0,eMBB
10,DL,RU_31,5.234,CG,80.0,eMBB
10,DL,RU_31,11.1027,CG,80.0,eMBB
10,DL,RU_4,157.4357,CG,80.0,eMBB
10,DL,RU_4,269.3407,VS,100.0,eMBB
10,DL,RU_7,656.2695,CG,80.0,eMBB
10,DL,RU_7,1201.9376,CG,80.0,eMBB
10,DL,RU_5,124.0467,CG,80.0,eMBB
10,DL,RU_5,238.3741,CG,80.0,eMBB
10,DL,RU_19,500.5809,CG,80.0,eMBB
10,DL,RU_19,895.0546,CG,80.0,eMBB
10,DL,RU_0,180.5913,CG,80.0,eMBB
10,DL,RU_0,359.6613,CG,80.0,eMBB
10,DL,RU_78,72.2624,CG,80.0,eMBB
10,DL,RU_6,293.6622,CG,80.0,eMBB
10,DL,RU_6,526.1317,CG,80.0,eMBB
10,DL,RU_63,617.3715,CG,80.0,eMBB
10,DL,RU_84,557.106,CG,80.0,eMBB
10,UL,RU_81,424.4443,MIOT,10.0,mMTC
10,UL,RU_81,908.222,MIOT,10.0,mMTC
10,DL,RU_47,212.0,CG,80.0,eMBB
10,DL,RU_47,393.6121,VS,100.0,eMBB
10,DL,RU_47,399.4432,CG,80.0,eMBB
10,DL,RU_60,278.8225,CG,80.0,eMBB
10,DL,RU_60,569.8561,CG,80.0,eMBB
10,DL,RU_60,581.1475,CG,80.0,eMBB
10,DL,RU_53,519.3423,CG,80.0,eMBB
10,DL,RU_53,1114.2442,CG,80.0,eMBB
10,DL,RU_91,41.2338,VS,100.0,eMBB
10,DL,RU_91,79.0682,VS,100.0,eMBB
10,DL,RU_91,83.8737,VS,100.0,eMBB
10,DL,RU_35,814.0864,VS,100.0,eMBB
10,DL,RU_35,1588.1899,VS,100.0,eMBB
10,DL,RU_95,682.5918,VS,100.0,eMBB
10,DL,RU_95,1354.4817,VS,100.0,eMBB
10,DL,RU_95,1210.5002,VS,100.0,eMBB
10,DL,RU_88,950.3089,VS,100.0,eMBB
10,DL,RU_88,1887.6792,VS,100.0,eMBB
10,DL,RU_30,200.0,VS,100.0,eMBB
10,DL,RU_30,355.9059,VS,100.0,eMBB
10,DL,RU_30,436.6951,VS,100.0,eMBB
10,DL,RU_74,368.0,VS,100.0,eMBB
10,DL,RU_74,771.6071,VS,100.0,eMBB
10,DL,RU_75,280.0,VS,100.0,eMBB
10,DL,RU_75,555.7132,VS,100.0,eMBB
10,DL,RU_25,284.0,VS,100.0,eMBB
10,DL,RU_25,660.8625,VS,100.0,eMBB
10,DL,RU_55,236.0,VS,100.0,eMBB
10,DL,RU_97,272.0,VS,100.0,eMBB
10,DL,RU_97,552.5047,VS,100.0,eMBB
10,DL,RU_97,548.6523,VS,100.0,eMBB
10,DL,RU_39,6.5115,VS,100.0,eMBB
10,DL,RU_39,11.9185,VS,100.0,eMBB
10,DL,RU_79,213.5177,VS,100.0,eMBB
10,DL,RU_88,865.7586,VS,100.0,eMBB
10,DL,RU_46,608.2695,CG,80.0,eMBB
10,DL,RU_46,1116.957,CG,80.0,eMBB
10,DL,RU_41,548.7418,CG,80.0,eMBB
10,DL,RU_57,680.3456,CG,80.0,eMBB
10,DL,RU_57,1254.2411,CG,80.0,eMBB
10,DL,RU_66,380.5293,CG,80.0,eMBB
10,DL,RU_66,854.0179,CG,80.0,eMBB
10,DL,RU_73,244.8365,CG,80.0,eMBB
10,DL,RU_97,748.7811,CG,80.0,eMBB
10,DL,RU_97,93.1889,CG,80.0,eMBB
10,DL,RU_97,176.0063,CG,80.0,eMBB
10,DL,RU_52,699.4695,CG,80.0,eMBB
10,DL,RU_52,1548.7348,CG,80.0,eMBB
10,DL,RU_52,1400.7934,CG,80.0,eMBB
10,DL,RU_68,543.6918,CG,80.0,eMBB
10,DL,RU_68,1177.9806,CG,80.0,eMBB
10,DL,RU_68,397.4278,CG,80.0,eMBB
10,DL,RU_68,804.6296,CG,80.0,eMBB
10,DL,RU_68,720.9937,CG,80.0,eMBB
10,DL,RU_24,297.5866,CG,80.0,eMBB
10,DL,RU_24,671.8633,CG,80.0,eMBB
10,DL,RU_49,394.3282,CG,80.0,eMBB
10,DL,RU_49,859.4477,CG,80.0,eMBB
10,DL,RU_38,608.1708,CG,80.0,eMBB
10,DL,RU_38,1174.1463,CG,80.0,eMBB
10,DL,RU_38,1138.6216,CG,80.0,eMBB
10,UL,RU_89,740.147,MIOT,10.0,mMTC
10,UL,RU_89,1680.6677,MIOT,10.0,mMTC
10,UL,RU_89,1405.6656,MIOT,10.0,mMTC
10,DL,RU_0,271.8282,AR,20.0,eMBB
10,DL,RU_0,545.4906,AR,20.0,eMBB
10,DL,RU_0,476.7455,AR,20.0,eMBB
10,DL,RU_50,738.9056,AR,20.0,eMBB
10,DL,RU_51,738.9056,AR,20.0,eMBB
10,DL,RU_51,1590.9101,AR,20.0,eMBB
10,DL,RU_51,1372.061,AR,20.0,eMBB
10,UL,RU_83,107.6376,VOIP,100.0,eMBB
10,DL,RU_92,107.6376,VOIP,100.0,eMBB
10,UL,RU_83,204.121,VOIP,100.0,eMBB
10,DL,RU_92,204.121,VOIP,100.0,eMBB
10,UL,RU_83,259.5268,VOIP,100.0,eMBB
10,DL,RU_92,259.5268,VOIP,100.0,eMBB
10,UL,RU_83,276.8727,MIOT,10.0,mMTC
10,UL,RU_83,591.5535,MIOT,10.0,mMTC
10,UL,RU_83,609.1766,MIOT,10.0,mMTC
10,UL,RU_90,710.8176,MIOT,10.0,mMTC
10,UL,RU_90,1409.2664,MIOT,10.0,mMTC
10,UL,RU_90,1487.4019,VOIP,100.0,eMBB
10,DL,RU_50,1487.4019,VOIP,100.0,eMBB
10,UL,RU_71,24.4336,MIOT,10.0,mMTC
10,DL,RU_71,55.0653,CG,80.0,eMBB
10,UL,RU_71,46.8969,MIOT,10.0,mMTC
10,UL,RU_7,483.7455,MIOT,10.0,mMTC
10,UL,RU_7,1009.7039,MIOT,10.0,mMTC
10,UL,RU_7,1024.7945,MIOT,10.0,mMTC
10,UL,RU_11,401.5551,MIOT,10.0,mMTC
10,UL,RU_11,838.6829,MIOT,10.0,mMTC
10,UL,RU_11,877.5345,MIOT,10.0,mMTC
10,UL,RU_84,502.3903,MIOT,10.0,mMTC
10,UL,RU_84,630.4811,MIOT,10.0,mMTC
10,UL,RU_84,947.6481,MIOT,10.0,mMTC
10,UL,RU_59,293.7848,MIOT,10.0,mMTC
10,UL,RU_59,457.2224,MIOT,10.0,mMTC
10,UL,RU_59,617.0134,MIOT,10.0,mMTC
10,UL,RU_2,112.4254,VOIP,100.0,eMBB
10,DL,RU_79,112.4254,VOIP,100.0,eMBB
10,UL,RU_2,228.6005,I4.0,15.0,uRLLC
10,DL,RU_79,228.6005,I4.0,15.0,uRLLC
10,UL,RU_2,210.1467,VOIP,100.0,eMBB
10,DL,RU_79,210.1467,VOIP,100.0,eMBB
10,DL,RU_12,257.0756,CG,80.0,eMBB
10,UL,RU_47,475.0434,I4.0,15.0,uRLLC
10,DL,RU_12,475.0434,I4.0,15.0,uRLLC
10,DL,RU_12,479.0441,CG,80.0,eMBB
10,DL,RU_43,751.4489,CG,80.0,eMBB
10,DL,RU_43,1721.0674,CG,80.0,eMBB
10,DL,RU_43,1371.3293,CG,80.0,eMBB
10,DL,RU_81,437.43,CG,80.0,eMBB
10,DL,RU_81,688.3165,CG,80.0,eMBB
10,DL,RU_81,968.5612,CG,80.0,eMBB
10,DL,RU_19,635.4681,CG,80.0,eMBB
10,DL,RU_19,1116.5253,CG,80.0,eMBB
10,DL,RU_19,1051.4807,CG,80.0,eMBB
10,DL,RU_39,538.3542,CG,80.0,eMBB
10,DL,RU_39,969.1824,CG,80.0,eMBB
10,DL,RU_39,986.9468,CG,80.0,eMBB
10,DL,RU_21,191.2071,CG,80.0,eMBB
10,DL,RU_21,366.121,CG,80.0,eMBB
10,DL,RU_21,418.3649,CG,80.0,eMBB
10,DL,RU_37,617.9659,CG,80.0,eMBB
10,DL,RU_37,1472.2212,CG,80.0,eMBB
10,DL,RU_37,1085.3869,CG,80.0,eMBB
10,DL,RU_61,666.7752,CG,80.0,eMBB
10,DL,RU_61,1359.4212,CG,80.0,eMBB
10,DL,RU_61,1247.2593,CG,80.0,eMBB
10,DL,RU_15,769.8357,CG,80.0,eMBB
10,DL,RU_15,1800.8989,CG,80.0,eMBB
10,DL,RU_15,1356.7787,CG,80.0,eMBB
10,DL,RU_54,270.6126,CG,80.0,eMBB
10,DL,RU_54,424.3965,CG,80.0,eMBB
10,DL,RU_54,454.5678,CG,80.0,eMBB
10,UL,RU_12,969.7731,MIOT,10.0,mMTC
10,UL,RU_12,2016.2448,MIOT,10.0,mMTC
10,UL,RU_12,2016.5359,MIOT,10.0,mMTC
10,UL,RU_84,501.1412,MIOT,10.0,mMTC
10,UL,RU_84,746.461,VOIP,100.0,eMBB
10,DL,RU_27,746.461,VOIP,100.0,eMBB
10,UL,RU_84,915.6615,MIOT,10.0,mMTC
10,DL,RU_41,291.7009,CG,80.0,eMBB
10,DL,RU_41,577.7597,CG,80.0,eMBB
10,DL,RU_41,556.2131,CG,80.0,eMBB
10,UL,RU_71,420.2526,MIOT,10.0,mMTC
10,UL,RU_71,466.7489,MIOT,10.0,mMTC
10,UL,RU_71,831.5213,MIOT,10.0,mMTC
10,UL,RU_19,485.449,MIOT,10.0,mMTC
10,UL,RU_19,808.5575,MIOT,10.0,mMTC
10,UL,RU_19,845.5695,MIOT,10.0,mMTC
10,UL,RU_86,802.4367,MIOT,10.0,mMTC
10,UL,RU_86,1612.0828,I4.0,15.0,uRLLC
10,DL,RU_17,1612.0828,I4.0,15.0,uRLLC
10,UL,RU_86,1186.1178,I4.0,15.0,uRLLC
10,DL,RU_9,1186.1178,I4.0,15.0,uRLLC
10,UL,RU_39,712.7264,MIOT,10.0,mMTC
10,UL,RU_39,1135.6013,MIOT,10.0,mMTC
10,UL,RU_39,1645.6417,MIOT,10.0,mMTC
10,UL,RU_56,737.1973,MIOT,10.0,mMTC
10,UL,RU_56,1421.6888,MIOT,10.0,mMTC
10,UL,RU_56,1644.7551,MIOT,10.0,mMTC
10,UL,RU_13,495.9179,MIOT,10.0,mMTC
10,UL,RU_13,861.0105,MIOT,10.0,mMTC
10,UL,RU_13,1022.6474,MIOT,10.0,mMTC
10,UL,RU_85,207.6265,MIOT,10.0,mMTC
10,UL,RU_85,405.1546,MIOT,10.0,mMTC
10,UL,RU_85,327.2459,MIOT,10.0,mMTC
10,UL,RU_86,396.0557,MIOT,10.0,mMTC
10,UL,RU_86,697.337,MIOT,10.0,mMTC
10,UL,RU_86,752.3911,MIOT,10.0,mMTC
10,UL,RU_82,269.3999,MIOT,10.0,mMTC
10,UL,RU_82,497.2365,MIOT,10.0,mMTC
10,UL,RU_82,647.9328,MIOT,10.0,mMTC
10,UL,RU_43,759.8188,MIOT,10.0,mMTC
10,UL,RU_43,1415.7179,MIOT,10.0,mMTC
10,UL,RU_43,1414.1126,MIOT,10.0,mMTC
10,UL,RU_76,807.0477,MIOT,10.0,mMTC
10,UL,RU_76,1445.7713,MIOT,10.0,mMTC
10,UL,RU_76,1350.8663,MIOT,10.0,mMTC
